学年,学期,教学班,课程号,课程名称,开课学院,计划学院,学分,课程性质,课程类别名称,开课类型,年级,专业,成绩录入老师,职称,上课人数,理论,上机,实验,实践,周日,周一,周二,周三,周四,周五,周六,选课备注,其他教师,教材名称,出版社
2025-2026,2,(2025-2026-2)-3000260011126-01,3000260011126,数字经济,信息管理学院,信息管理学院,2.0,专业教育必修,专业课程,专业教育课程,2023,大数据管理与应用（本硕博）,吴江,教授,26\0,26,,,6,,,"1-10周3-5节1区5-210(32,多媒体),11周3-4节1区5-210(32,多媒体)",,,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011126-01,3000260011126,数字经济,信息管理学院,信息管理学院,2.0,专业教育必修,专业课程,专业教育课程,2023,信息管理与信息系统（本硕博）,吴江,教授,26\0,26,,,6,,,"1-10周3-5节1区5-210(32,多媒体),11周3-4节1区5-210(32,多媒体)",,,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-300026001008-01,300026001008,大数据综合课程设计,信息管理学院,信息管理学院,2.0,专业教育必修,核心课程,专业教育课程,2023,大数据管理与应用,赵杨,教授,44\0,,,48,,,,,,"1-9周1-5节(,),10周1-3节(,)",,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,编辑出版学,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,信息管理与信息系统,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,电子商务,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,图书馆学,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,档案学,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,图书馆学（本硕博）,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,档案学（本硕博）,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,编辑出版学（本硕博）,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,大数据管理与应用（本硕博）,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,信息管理与信息系统（本硕博）,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011106-01,3000260011106,多媒体数据管理,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2023,大数据管理与应用,李治江,教授,80\0,32,,16,,,,,"1-16周8-10节1区枫-204(126,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3200260011010-01,3200260011010,机器学习与商务智能（理论）,信息管理学院,信息管理学院,2.0,专业教育必修,核心课程,专业教育课程,2023,电子商务,胡忠义,副教授,13\0,32,,,,,,,"1-10周3-5节1区枫-206(126,多媒体),11周3-4节1区枫-206(126,多媒体)",,,,,,商务智能理论与实践,电子工业出版社
2025-2026,2,(2025-2026-2)-3200260011011-01,3200260011011,机器学习与商务智能（实验）,信息管理学院,信息管理学院,1.0,专业教育必修,核心课程,专业教育课程,2023,电子商务,胡忠义,副教授,13\0,,,24,,,,,"2-13周1-2节(,)",,,,上课地点：学院机房。,,商务智能理论与实践,电子工业出版社
2025-2026,2,(2025-2026-2)-3200260011024-01,3200260011024,数字经济案例分析与研究前沿,信息管理学院,信息管理学院,2.0,专业教育必修,核心课程,专业教育课程,2023,电子商务,张李义,教授,15\0,32,,,,,,,,"1-10周3-5节1区6-304(32,多媒体),11周3-4节1区6-304(32,多媒体)",,,,,数字经济的前沿热点与案例分析,厦门大学出版社
2025-2026,2,(2025-2026-2)-3200260011023-01,3200260011023,数字供应链管理,信息管理学院,信息管理学院,2.0,专业教育必修,核心课程,专业教育课程,2023,电子商务,张敏,教授,15\0,32,,,,,,"1-10周3-5节1区6-304(32,多媒体),11周3-4节1区6-304(32,多媒体)",,,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3200260011012-01,3200260011012,计算档案学,信息管理学院,信息管理学院,2.0,专业教育必修,核心课程,专业教育课程,2023,档案学,程齐凯,副教授,31\0,32,,,,,,,"1-10周3-5节1区5-502(36,多媒体),11周3-4节1区5-502(36,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3200260011020-01,3200260011020,数字产品设计与制作,信息管理学院,信息管理学院,3.0,专业教育必修,核心课程,专业教育课程,2023,编辑出版学,袁小群,副教授,12\0,28,,20,,,,,"1-10周3-5节1区枫-102(129,多媒体),2-10周1-2节(,)",,,,1-2节实验课在院机房上课，3-5节理论课在教室上课。,,档案学概论,中国人民大学出版社
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,编辑出版学,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,信息管理与信息系统,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,电子商务,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,图书馆学,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,档案学,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,图书馆学（本硕博）,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,档案学（本硕博）,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,编辑出版学（本硕博）,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,大数据管理与应用（本硕博）,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,信息管理与信息系统（本硕博）,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011116-01,3000260011116,数字商务综合实践（创）,信息管理学院,信息管理学院,2.0,专业教育选修,创新创业课程,专业教育课程,2023,大数据管理与应用,孟健,副教授,25\0,,,48,,,,,,,"1-9周1-5节(,),10周1-3节(,)",,上课地点：学院机房。,,自编讲义,无
2025-2026,2,(2025-2026-2)-3200260011032-01,3200260011032,文化经济学,信息管理学院,信息管理学院,2.0,专业教育必修,核心课程,专业教育课程,2023,编辑出版学,张美娟,教授,12\0,26,,6,,,,,,"1-10周3-5节1区6-308(30,多媒体),11周3-4节1区6-308(30,多媒体)",,,,,文化经济学,清华大学出版社
2025-2026,2,(2025-2026-2)-3150540011135-01,3150540011135,毕业论文（毕业设计）,遥感信息工程学院,遥感信息工程学院,6.0,专业教育必修,专业课程,专业教育课程,2022,遥感科学与技术,卢冰,,330\327,,,,144,,,,,,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3150540011135-01,3150540011135,毕业论文（毕业设计）,遥感信息工程学院,遥感信息工程学院,6.0,专业教育必修,专业课程,专业教育课程,2022,空间信息与数字技术,卢冰,,330\327,,,,144,,,,,,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3350540011027-01,3350540011027,卫星摄影测量,遥感信息工程学院,遥感信息工程学院,2.0,专业教育必修,专业课程,专业教育课程,2023,遥感科学与技术,赵双明,教授,62\62,32,,,,,"1-8周1-2节3区2-117(73,多媒体)",,"1-8周1-2节3区2-117(73,多媒体)",,,,23级B方向必修,,卫星摄影测量,武汉大学出版社
2025-2026,2,(2025-2026-2)-3350260011110-01,3350260011110,信息政策与法律,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2025,社会科学试验班(数字文化本硕博试验班),吴钢,副教授,80\0,39,,,9,,,"1-16周11-13节1区枫-101(121,多媒体)",,,,,,,信息法教程（第四版）,高等教育出版社
2025-2026,2,(2025-2026-2)-3350260011110-01,3350260011110,信息政策与法律,信息管理学院,信息管理学院,3.0,专业教育选修,专业课程,专业教育课程,2025,大数据管理与应用（大类）,吴钢,副教授,80\0,39,,,9,,,"1-16周11-13节1区枫-101(121,多媒体)",,,,,,,信息法教程（第四版）,高等教育出版社
2025-2026,2,(2025-2026-2)-3000260013002-01,3000260013002,信息可视化,信息管理学院,信息管理学院,2.0,专业教育必修,专业课程,专业教育课程,2025,电子商务（国际班）,黄颖,教授,40\5,32,,,,,,,"1-10周3-5节1区枫-212(51,多媒体),11周3-4节1区枫-212(51,多媒体)",,,,,,Access数据库创建、使用与管理,清华大学出版社
2025-2026,2,(2025-2026-2)-3000260013003-01,3000260013003,Python语言,信息管理学院,信息管理学院,3.0,专业教育必修,专业课程,专业教育课程,2025,电子商务（国际班）,程媛,副教授,40\5,48,,,,,,"1-8周3-5节1区枫-212(51,多媒体)",,,"1-8周3-5节1区枫-214(132,多媒体)",,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011105-04,3000260011105,Python语言（理论）,信息管理学院,信息管理学院,2.0,专业教育必修,专业课程,专业教育课程,2025,大数据管理与应用（大类）,张睿,副教授,30\0,32,,,,,,,"1-10周1-3节1区枫-218(37,多媒体),11周2-3节1区枫-218(37,多媒体)",,,,,,Python语言基础与实践,武汉大学出版社
2025-2026,2,(2025-2026-2)-2333610011127-02,2333610011127,旅行生活与寄生虫病 ,泰康医学院(基础医学院),,2.0,通识教育选修,一般通识,通识课程,wnj,,蔡国斌,副教授,80\0,32,,,,,,,,,,"14周6-7节1区5-205(108,多媒体),2-4周,6-8周,10-13周6-8节1区5-205(108,多媒体)",,,自编讲义,无
2025-2026,2,(2025-2026-2)-2333610011296-01,2333610011296,诺贝尔生理或医学奖科学史话,泰康医学院(基础医学院),,2.0,通识教育选修,一般通识,通识课程,wnj,,刘永明,副教授,80\0,32,,,,,,,,,,"2-4周,6-8周,10-13周6-8节1区5-105(106,多媒体),5周6-7节1区5-105(106,多媒体)",,,自编讲义,无
2025-2026,2,(2025-2026-2)-2333610011295-01,2333610011295,元素营养与健康,泰康医学院(基础医学院),,2.0,通识教育选修,一般通识,通识课程,wnj,,李柯,讲师,80\0,32,,,,,,,"1-10周11-13节1区3-103(99,多媒体),11周11-12节1区3-103(99,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3000260011122-03,3000260011122,Python语言（实验）,信息管理学院,信息管理学院,1.0,专业教育必修,专业课程,专业教育课程,2025,大数据管理与应用（大类）,李段腾川,,50\0,,,,24,,,"1-12周9-10节(,)",,,,,上课地点：学院机房。（理论+实验）课，需要配套选课（选相同的老师），只选一门或不匹配为无效选课，选课结束会统一删除。,,Python语言基础与实践,武汉大学出版社
2025-2026,2,(2025-2026-2)-2333610011297-01,2333610011297,探讨人体奥妙——人体结构与行为健康,泰康医学院(基础医学院),,2.0,通识教育选修,一般通识,通识课程,wnj,,朱从丽,讲师,70\0,32,,,,,,,,,,"1-4周,6-8周,10-12周3-5节1区5-105(106,多媒体),13周3-4节1区5-105(106,多媒体)",,,自编讲义,无
2025-2026,2,(2025-2026-2)-2333610011292-01,2333610011292,人体故事：演化、健康与疾病,泰康医学院(基础医学院),,2.0,通识教育选修,一般通识,通识课程,wnj,,王燕舞,副教授,70\0,32,,,,,,,,,,"1-4周,6-8周,10-12周2-4节1区5-205(108,多媒体),13周2-3节1区5-205(108,多媒体)",,,自编讲义,无
2025-2026,2,(2025-2026-2)-2333610011124-01,2333610011124,艾滋病防治   ,泰康医学院(基础医学院),,2.0,通识教育选修,一般通识,通识课程,wnj,,侯炜,教授,100\0,32,,,,,,,"1-10周11-13节1区5-201(166,多媒体),11周11-12节1区5-201(166,多媒体)",,,,,,自编讲义,无
2025-2026,2,(2025-2026-2)-3140610011017-01,3140610011017,组织学与胚胎学,泰康医学院(基础医学院),口腔医学院,2.0,专业教育必修,专业课程,专业教育课程,2025,口腔医学(五),胡瀚洋,副教授,89\86,32,,,,,,,,"1-16周1-2节2区5-401(120,多媒体)",,,,,组织学与胚胎学,科学出版社
2025-2026,2,(2025-2026-2)-3140610011017-01,3140610011017,组织学与胚胎学,泰康医学院(基础医学院),口腔医学院,2.0,专业教育必修,专业课程,专业教育课程,2025,口腔医学(八),胡瀚洋,副教授,89\86,32,,,,,,,,"1-16周1-2节2区5-401(120,多媒体)",,,,,组织学与胚胎学,科学出版社
2025-2026,2,(2025-2026-2)-3140610011017-01,3140610011017,组织学与胚胎学,泰康医学院(基础医学院),口腔医学院,2.0,专业教育必修,专业课程,专业教育课程,2025,口腔医学（5+3）,胡瀚洋,副教授,89\86,32,,,,,,,,"1-16周1-2节2区5-401(120,多媒体)",,,,,组织学与胚胎学,科学出版社
2025-2026,2,(2025-2026-2)-3000260011105-01,3000260011105,Python语言（理论）,信息管理学院,信息管理学院,2.0,专业教育必修,专业课程,专业教育课程,2025,社会科学试验班(数字文化本硕博试验班),范昊,教授,30\0,32,,,,,,"1-10周6-8节1区枫-218(37,多媒体),11周7-8节1区枫-218(37,多媒体)",,,,,,,Python语言基础与实践,武汉大学出版社
